timestamp,notebook,name,kind,path,description
2026-07-08T12:48:04,02_pilot_disagreement,score_heatmap_A0A192B1T2_HIV1,figure,/Users/naodaraya/variant-disagreement-atlas/notebooks/../results/figures/score_heatmap_A0A192B1T2_HIV1.png,"Top-50 most-disagreed variants, z-scored model scores heatmap for A0A192B1T2_9HIV1_Haddox_2018"
2026-07-08T12:48:04,02_pilot_disagreement,top_30_disagreement_variants,table,/Users/naodaraya/variant-disagreement-atlas/notebooks/../results/tables/top_30_disagreement_variants.csv,Top-30 most-disagreed-upon variants with experimental fitness and key model scores
2026-07-08T12:48:05,02_pilot_disagreement,fitness_vs_disagreement_pilots,figure,/Users/naodaraya/variant-disagreement-atlas/notebooks/../results/figures/fitness_vs_disagreement_pilots.png,5-panel scatter of experimental fitness vs. disagreement entropy with LOWESS smoother
2026-07-08T12:48:05,02_pilot_disagreement,fitness_vs_disagreement_spearman,table,/Users/naodaraya/variant-disagreement-atlas/notebooks/../results/tables/fitness_vs_disagreement_spearman.csv,Spearman ρ between |experimental fitness| and disagreement entropy per pilot assay
2026-07-08T13:20:13,03_cluster_accuracy,model_cluster_assignments,processed,/Users/naodaraya/variant-disagreement-atlas/data/processed/model_cluster_assignments.parquet,"Model -> cluster_id/cluster_label mapping (Ward clustering, n=5, on 1-kappa distance)"
2026-07-08T13:20:13,03_cluster_accuracy,model_cluster_assignments,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/model_cluster_assignments.csv,"Model -> cluster_id/cluster_label mapping (Ward clustering, n=5, on 1-kappa distance)"
2026-07-08T13:20:16,03_cluster_accuracy,per_model_accuracy,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/per_model_accuracy.csv,"Accuracy/precision/recall/F1/MCC of each of the 95 models vs. DMS_score_bin, pooled across 5 pilots"
2026-07-08T13:20:16,03_cluster_accuracy,per_model_accuracy_bar,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/per_model_accuracy_bar.png,"Top-10 and bottom-10 models by MCC vs. DMS_score_bin, with horizontal per-cluster average MCC reference lines"
2026-07-08T13:20:21,03_cluster_accuracy,per_model_accuracy_by_assay,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/per_model_accuracy_by_assay.csv,"Accuracy/precision/recall/F1/MCC of each of the 95 models vs. DMS_score_bin, per pilot assay"
2026-07-08T13:20:22,03_cluster_accuracy,per_model_accuracy_by_assay_heatmap,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/per_model_accuracy_by_assay_heatmap.png,"95 models x 5 assays heatmap of MCC vs. DMS_score_bin, rows ordered by overall MCC"
2026-07-08T13:20:23,03_cluster_accuracy,per_cluster_accuracy,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/per_cluster_accuracy.csv,"Accuracy/precision/recall/F1/MCC of each cluster's majority vote vs. DMS_score_bin, overall (dms_id='ALL') and per assay"
2026-07-08T13:20:23,03_cluster_accuracy,per_cluster_accuracy_bars,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/per_cluster_accuracy_bars.png,"Per-cluster majority-vote MCC vs. DMS_score_bin, overall and broken out per assay"
2026-07-08T13:20:24,03_cluster_accuracy,cluster_showdown,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/cluster_showdown.csv,"Pairwise cluster showdown: on variants where cluster A and B's majority votes disagree, win rate of A vs B and disagreement count"
2026-07-08T13:20:24,03_cluster_accuracy,cluster_showdown_matrix,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/cluster_showdown_matrix.png,"Heatmap of pairwise cluster showdown win rates and disagreement-variant counts, pooled across 5 pilots"
2026-07-08T13:20:24,03_cluster_accuracy,cluster_showdown_by_assay,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/cluster_showdown_by_assay.csv,"Pairwise cluster showdown win rates and disagreement counts, stratified by pilot assay"
2026-07-08T13:20:25,03_cluster_accuracy,per_assay_cluster_showdowns,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/per_assay_cluster_showdowns.png,"Small-multiples of the cluster showdown win-rate matrix, one panel per pilot assay"
2026-07-08T13:20:25,03_cluster_accuracy,best_model_per_protein,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/best_model_per_protein.csv,"Single best model (by MCC) per pilot assay, with its cluster label"
2026-07-08T13:20:25,03_cluster_accuracy,ensemble_comparison,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/ensemble_comparison.csv,"Best single model vs. all-95-model ensemble vs. family-diverse (one-per-cluster) ensemble, MCC per assay and pooled"
2026-07-08T13:20:25,03_cluster_accuracy,ensemble_vs_best_single,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/ensemble_vs_best_single.png,"MCC comparison of best single model, all-model ensemble, and family-diverse ensemble, per assay and pooled"
2026-07-08T14:07:44,03_cluster_accuracy,best_model_per_cluster,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/best_model_per_cluster.csv,Single best model (by overall MCC) within each of the 5 clusters -- the members used to build the family-diverse ensemble
2026-07-08T14:13:59,03_cluster_accuracy,cluster_mcc_bootstrap_ci,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/cluster_mcc_bootstrap_ci.csv,Bootstrap (n=1000) mean/median MCC and 95% CI for each cluster's majority-vote accuracy vs. DMS_score_bin
2026-07-08T14:13:59,03_cluster_accuracy,cluster_mcc_forest,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/cluster_mcc_forest.png,"Forest plot of bootstrap 95% CI for each cluster's overall MCC vs. DMS_score_bin, sorted highest to lowest"
2026-07-08T14:14:05,03_cluster_accuracy,cluster_pairwise_significance,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/cluster_pairwise_significance.csv,"Paired bootstrap (n=1000) MCC difference (A-B), 95% CI, and sign-flip p-value for all 10 cluster pairs"
2026-08-03T16:30:01,04_structural_correlates,structure_fetch_log,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/structure_fetch_log.csv,AlphaFold structure fetch status per pilot protein -- which proteins have a reference structure and which were excluded
2026-08-03T16:30:01,04_structural_correlates,structural_features_by_protein,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/structural_features_by_protein.csv,"Per-residue AlphaFold-derived structural features (RSA, secondary structure, contact density, pLDDT) for the 4 pilot proteins with a reference structure"
2026-08-03T16:30:01,04_structural_correlates,pilot_variant_structural_features,processed,/Users/naodaraya/variant-disagreement-atlas/data/processed/pilot_variant_structural_features.parquet,Per-variant DataFrame with disagreement/binarized model calls (Week 1/2) joined to per-residue structural features (Week 3); HIV Env and multi-mutant rows have NaN structural columns
2026-08-03T16:30:01,04_structural_correlates,disagreement_structural_correlation,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/disagreement_structural_correlation.csv,"Spearman correlation of disagreement_score with RSA and contact density, per assay and pooled"
2026-08-03T16:30:02,04_structural_correlates,disagreement_vs_structure_hexbin,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/disagreement_vs_structure_hexbin.png,"Disagreement score vs. RSA and local contact density, pooled across the 4 structurally-resolved pilots"
2026-08-03T16:30:02,04_structural_correlates,disagreement_by_secondary_structure,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/disagreement_by_secondary_structure.csv,"Mean/median/std disagreement_score by secondary structure category (helix/sheet/coil), pooled and per assay"
2026-08-03T16:30:02,04_structural_correlates,disagreement_by_secondary_structure_bar,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/disagreement_by_secondary_structure_bar.png,"Mean disagreement score by secondary structure category, pooled across the 4 structurally-resolved pilots"
2026-08-03T16:30:02,04_structural_correlates,cluster_accuracy_by_secondary_structure,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/cluster_accuracy_by_secondary_structure.csv,"Per-cluster majority-vote MCC/accuracy, grouped by secondary structure category (helix/sheet/coil)"
2026-08-03T16:30:02,04_structural_correlates,cluster_accuracy_by_rsa_bin,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/cluster_accuracy_by_rsa_bin.csv,"Per-cluster majority-vote MCC/accuracy, grouped by RSA bin (buried: RSA<0.25, exposed: RSA>=0.25)"
2026-08-03T16:30:03,04_structural_correlates,cluster_accuracy_by_structure_heatmap,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/cluster_accuracy_by_structure_heatmap.png,Per-cluster majority-vote MCC broken out by secondary structure and by RSA bin (buried vs. exposed)
2026-08-03T16:30:03,04_structural_correlates,consensus_trust_map,table,/Users/naodaraya/variant-disagreement-atlas/results/tables/consensus_trust_map.csv,All-model ensemble accuracy/MCC binned by disagreement tertile x RSA bin (buried/exposed) -- seed of a meta-confidence signal
2026-08-03T16:30:03,04_structural_correlates,consensus_trust_map,figure,/Users/naodaraya/variant-disagreement-atlas/results/figures/consensus_trust_map.png,"Heatmap of all-model ensemble accuracy binned by disagreement tertile and RSA bin (buried/exposed), with cell sample sizes"
